plate,O_time,O_lon,O_lat,D_time,D_lon,D_lat,CHK_time,time_minus
BM9149,20160103103714,116.330754,40.053341,20160103110158,116.320639,40.113536,2016/3/23 20:55:00,20
BM9149,20160104102627,116.320469,40.037081,20160104105834,116.277439,40.022549,2016/3/23 20:55:00,22
BM9149,20160109123514,116.314617,40.03733,20160109124603,116.310228,40.036063,2016/3/23 20:55:00,21
BM9149,20160110111802,116.246452,40.045913,20160110113644,116.268152,40.011013,2016/3/23 20:55:00,22
BM9149,20160113091720,116.318737,40.049758,20160113093408,116.304278,40.050234,2016/3/23 20:55:00,21
BM9149,20160118091731,116.325781,40.040511,20160118095702,116.31493,40.054502,2016/3/23 20:55:00,21
BM9149,20160119091450,116.325901,40.035761,20160119092735,116.320108,40.032,2016/3/23 20:55:00,18
BM9149,20160123094031,116.310959,40.036374,20160123100325,116.315043,39.999949,2016/3/23 20:55:00,16
BM9149,20160124094207,116.287312,40.04368,20160124094929,116.280075,40.050443,2016/3/23 20:55:00,22
BM9149,20160130075932,116.323154,40.027235,20160130082229,116.291396,39.957671,2016/3/23 20:55:00,15
BM9149,20160201081713,116.320611,40.048672,20160201084231,116.29396,40.043018,2016/3/23 20:55:00,18
BM9149,20160215092943,116.351618,40.025439,20160215100311,116.611876,40.046496,2016/3/23 20:55:00,22
BM9149,20160225094208,116.318846,40.037558,20160225094953,116.3112,40.036554,2016/3/23 20:55:00,16
BM9149,20160228092356,116.299566,40.093989,20160228094736,116.27084,40.144833,2016/3/23 20:55:00,14
BM9149,20160301084851,116.343321,40.039724,20160301090045,116.353994,40.030213,2016/3/23 20:55:00,21
BM9149,20160302081245,116.329349,40.035898,20160302082909,116.300181,40.047527,2016/3/23 20:55:00,13
BM9149,20160303084641,116.323647,40.040507,20160303090644,116.319467,40.032869,2016/3/23 20:55:00,15
BM9149,20160315085104,116.325079,40.035639,20160315090445,116.316831,40.035204,2016/3/23 20:55:00,14
BM9149,20160318131733,116.337116,40.030512,20160318134128,116.316565,39.992232,2016/3/23 20:55:00,19
BM9149,20160319142103,116.302885,40.043181,20160319142856,116.304557,40.040064,2016/3/23 20:55:00,21
BM9149,20160320063011,116.312104,40.057887,20160320064016,116.304799,40.050034,2016/3/23 20:55:00,5
BM9149,20160321004211,116.313403,40.029088,20160321005157,116.31174,40.033545,2016/3/23 20:55:00,1
BM9149,20160322081603,116.32497,40.040519,20160322084201,116.310788,40.025963,2016/3/23 20:55:00,31
BM9149,20160323180540,116.296232,40.028371,20160323181052,116.294991,40.033679,2016/3/23 20:55:00,20
BM9149,20160326085907,116.323294,40.026856,20160326093315,116.318116,39.974874,2016/3/23 20:55:00,21
BM9149,20160329042941,116.356644,39.910803,20160329050433,116.600992,40.049575,2016/3/23 20:55:00,5
BM9149,20160330063553,116.278169,40.0211,20160330070125,116.390003,39.968349,2016/3/23 20:55:00,8
BM9149,20160331072759,116.324268,40.040518,20160331074052,116.296022,40.034091,2016/3/23 20:55:00,13
BM9149,20160401162157,116.339653,40.038137,20160401164153,116.372649,40.031673,2016/3/23 20:55:00,24
BM9149,20160402074213,116.322943,40.027715,20160402080811,116.275769,39.951675,2016/3/23 20:55:00,11
BM9149,20160405122042,116.319056,40.033228,20160405122352,116.313333,40.027088,2016/3/23 20:55:00,24
BM9149,20160406075811,116.323957,40.040488,20160406082644,116.28713,40.035919,2016/3/23 20:55:00,17
BM9149,20160410080544,116.306883,39.969454,20160410082609,116.321945,39.896248,2016/3/23 20:55:00,14
BM9149,20160411091952,116.329532,40.055239,20160411092524,116.340087,40.061009,2016/3/23 20:55:00,13
BM9149,20160412081348,116.335774,40.03644,20160412082902,116.351057,40.030018,2016/3/23 20:55:00,21
BM9149,20160413093744,116.273752,39.908032,20160413094545,116.285953,39.907453,2016/3/23 20:55:00,14
BM9149,20160414125634,116.313203,40.028857,20160414125836,116.313373,40.027248,2016/3/23 20:55:00,7
BM9149,20160416085704,116.323395,40.035796,20160416094113,116.295053,39.888313,2016/3/23 20:55:00,16
BM9149,20160419092016,116.352049,40.02366,20160419093342,116.373611,40.031214,2016/3/23 20:55:00,16
BM9149,20160420104329,116.30585,40.037365,20160420110949,116.315203,39.99961,2016/3/23 20:55:00,24
BM9149,20160429074346,116.326343,40.040482,20160429090153,116.322175,39.896938,2016/3/23 20:55:00,22
BM9149,20160502084143,116.34008,40.004727,20160502085338,116.333121,39.986433,2016/3/23 20:55:00,14
BM9149,20160527092134,116.323195,40.038746,20160527093531,116.310498,40.036133,2016/3/23 20:55:00,21
BM9149,20160528053715,116.271394,40.012985,20160528054234,116.281582,40.021173,2016/3/23 20:55:00,12
BM9149,20160603085527,116.323185,40.038176,20160603091740,116.317985,40.049707,2016/3/23 20:55:00,21
BM9149,20160604003210,116.298118,40.052094,20160604051932,116.298566,40.034044,2016/3/23 20:55:00,13
BM9149,20160605101351,116.323246,40.038606,20160605102309,116.319677,40.030219,2016/3/23 20:55:00,14
BM9149,20160612132329,116.328027,40.046776,20160612132708,116.328487,40.035876,2016/3/23 20:55:00,19
BM9149,20160615084558,116.31635,40.037803,20160615085327,116.320178,40.03193,2016/3/23 20:55:00,18
BM9149,20160616140156,116.309229,40.062692,20160616140721,116.318126,40.049717,2016/3/23 20:55:00,22
BM9149,20160619095803,116.360996,40.013055,20160619105546,116.382342,39.868308,2016/3/23 20:55:00,22
BN0733,20160314140452,116.587589,40.077292,20160314144831,116.433678,39.937201,2016/6/7 9:57:00,31
BN0733,20160315203502,116.572146,40.064997,20160315205944,116.590418,40.08005,2016/6/7 9:57:00,15
BN0733,20160316214225,116.52748,40.017863,20160316215012,116.528266,40.00589,2016/6/7 9:57:00,21
BN0733,20160317200714,116.587629,40.071392,20160317204921,116.430089,40.064481,2016/6/7 9:57:00,14
BN0733,20160318210317,116.585028,40.048472,20160318215207,116.489372,39.764531,2016/6/7 9:57:00,25
BN0733,20160319050346,116.437823,39.870653,20160319053939,116.61541,40.054138,2016/6/7 9:57:00,4
BN0733,20160320143847,116.507516,40.033902,20160320155127,116.321311,39.876416,2016/6/7 9:57:00,29
BN0733,20160321185617,116.512973,40.012355,20160321191540,116.592587,40.078759,2016/6/7 9:57:00,16
BN0733,20160322050318,116.275356,39.927894,20160322054434,116.61522,40.052678,2016/6/7 9:57:00,5
BN0733,20160326230255,116.58713,40.078382,20160326231142,116.613177,40.047667,2016/6/7 9:57:00,22
BN0733,20160327035533,116.424076,39.989312,20160327041825,116.61523,40.054118,2016/6/7 9:57:00,2
BN0733,20160330232515,116.581426,40.088618,20160330235132,116.394914,40.174896,2016/6/7 9:57:00,22
BN0733,20160331175317,116.587619,40.072612,20160331184151,116.637287,39.926793,2016/6/7 9:57:00,16
BN0733,20160402163029,116.589608,40.077781,20160402172514,116.270939,40.055517,2016/6/7 9:57:00,40
BN0733,20160403191237,116.353316,39.898387,20160403194003,116.316784,39.898698,2016/6/7 9:57:00,18
BN0733,20160407104958,116.58719,40.078342,20160407115550,116.333483,39.91392,2016/6/7 9:57:00,10
BN0733,20160408120615,116.589746,40.057929,20160408125421,116.235426,40.06832,2016/6/7 9:57:00,11
BN0733,20160414001636,116.590458,40.07851,20160414002102,116.5848,40.062063,2016/6/7 9:57:00,1
BN0733,20160415001535,116.588367,40.066681,20160415004532,116.418417,39.958254,2016/6/7 9:57:00,24
BN0733,20160421002832,116.592587,40.080139,20160421010951,116.649138,39.885168,2016/6/7 9:57:00,1
BN0733,20160424213916,116.587549,40.073042,20160424221546,116.587219,39.904614,2016/6/7 9:57:00,19
BN0733,20160426220923,116.588308,40.067231,20160426224310,116.352293,39.898435,2016/6/7 9:57:00,14
BN0733,20160427041029,116.441748,40.042275,20160427042940,116.616271,40.055819,2016/6/7 9:57:00,2
BN0733,20160428042600,116.327505,40.114299,20160428051048,116.616141,40.053289,2016/6/7 9:57:00,21
BN0733,20160429215759,116.587958,40.069081,20160429222535,116.378779,39.957658,2016/6/7 9:57:00,14
BN0733,20160430213409,116.587859,40.075272,20160430215916,116.473815,39.913344,2016/6/7 9:57:00,17
BN0733,20160501000005,116.456384,39.884543,20160501000225,116.451267,39.884683,2016/6/7 9:57:00,1
BN0733,20160502042400,116.305332,39.986452,20160502045035,116.61511,40.055098,2016/6/7 9:57:00,26
BN0733,20160506174002,116.565623,40.033015,20160506190317,116.45913,39.912218,2016/6/7 9:57:00,6
BN0733,20160510155457,116.49484,39.992888,20160510160448,116.482815,39.997213,2016/6/7 9:57:00,15
BN0733,20160511170144,116.587708,40.070641,20160511181934,116.267073,40.016913,2016/6/7 9:57:00,16
BN0733,20160512163750,116.587738,40.070891,20160512171834,116.408621,39.966906,2016/6/7 9:57:00,17
BN0733,20160513161950,116.587649,40.074532,20160513170135,116.334725,39.989876,2016/6/7 9:57:00,14
BN0733,20160515035936,116.681803,39.863477,20160515045803,116.588079,40.080422,2016/6/7 9:57:00,21
BN0733,20160516000518,116.588039,40.075622,20160516002839,116.477701,39.909123,2016/6/7 9:57:00,15
BN0733,20160518040003,116.31908,40.06717,20160518042916,116.61485,40.054108,2016/6/7 9:57:00,16
BN0733,20160519041221,116.326574,39.884326,20160519044410,116.617302,40.054719,2016/6/7 9:57:00,18
BN0733,20160520043637,116.299161,40.062597,20160520050604,116.61527,40.054738,2016/6/7 9:57:00,11
BN0733,20160523045111,116.345823,39.849591,20160523052813,116.614419,40.055428,2016/6/7 9:57:00,2
BN0733,20160524042415,116.280458,40.070195,20160524045829,116.61566,40.054998,2016/6/7 9:57:00,18
BN0733,20160525043518,116.158197,40.098554,20160525052102,116.592057,40.079029,2016/6/7 9:57:00,3
BN0733,20160526000327,116.590408,40.07836,20160526001932,116.444665,39.986918,2016/6/7 9:57:00,17
BN0733,20160527052950,116.215885,39.951806,20160527060800,116.588149,40.080052,2016/6/7 9:57:00,4
BN0733,20160528044301,116.368934,40.043058,20160528051059,116.614119,40.055028,2016/6/7 9:57:00,19
BN0733,20160529224930,116.587549,40.072802,20160529231502,116.358087,39.986769,2016/6/7 9:57:00,14
BN0733,20160530201634,116.588579,40.077201,20160530204914,116.469608,39.908464,2016/6/7 9:57:00,10
BN0733,20160531184524,116.587639,40.073522,20160531192038,116.412205,39.925934,2016/6/7 9:57:00,9
BN0733,20160604233049,116.588279,40.076971,20160604235626,116.368479,40.005866,2016/6/7 9:57:00,16
BN0733,20160606043012,116.368552,39.794535,20160606050911,116.616171,40.054519,2016/6/7 9:57:00,26
BN0733,20160607044831,116.314451,40.073572,20160607054343,116.592487,40.079279,2016/6/7 9:57:00,4
BN0733,20160617005029,116.587969,40.080192,20160617011117,116.595597,39.921761,2016/6/7 9:57:00,18
BN0733,20160618230523,116.588039,40.075922,20160618232649,116.462294,39.934922,2016/6/7 9:57:00,19
BN0733,20160619040342,116.566289,39.763069,20160619043856,116.61526,40.053958,2016/6/7 9:57:00,4
BN0733,20160622012628,116.58655,40.080003,20160622015538,116.479713,39.899627,2016/6/7 9:57:00,18
BN0733,20160625102007,116.311406,39.76677,20160625102931,116.324156,39.785555,2016/6/7 9:57:00,13
BN0733,20160628091021,116.426185,39.682417,20160628091304,116.432228,39.685042,2016/6/7 9:57:00,15
BN0733,20160629082408,116.413872,39.668951,20160629103034,116.590997,40.07787,2016/6/7 9:57:00,12
BN0733,20160630073550,116.348713,39.722064,20160630074606,116.333609,39.722816,2016/6/7 9:57:00,12
BN0733,20160701090851,116.321854,39.729965,20160701091847,116.291558,39.730996,2016/6/7 9:57:00,13
BN0733,20160702062726,116.46543,39.65775,20160702072700,116.307563,39.880832,2016/6/7 9:57:00,10
BN0733,20160703074748,116.396217,39.720586,20160703075919,116.346287,39.715199,2016/6/7 9:57:00,21
BN0733,20160704044218,116.296611,39.776748,20160704052244,116.616091,40.054719,2016/6/7 9:57:00,10
BN0733,20160705093702,116.308881,39.761375,20160705104613,116.322355,39.892058,2016/6/7 9:57:00,19
BN0733,20160706080337,116.405233,39.743222,20160706082454,116.433738,39.778562,2016/6/7 9:57:00,14
BN0733,20160707083356,116.420084,39.791254,20160707085844,116.387024,39.758844,2016/6/7 9:57:00,14
BN0733,20160708073930,116.366419,39.722154,20160708075137,116.332678,39.732055,2016/6/7 9:57:00,20
BN0733,20160711142317,116.315366,39.777968,20160711145346,116.377866,39.863052,2016/6/7 9:57:00,19
BN0733,20160715080403,116.43351,39.718565,20160715084814,116.518374,39.777016,2016/6/7 9:57:00,12
BN0733,20160719085057,116.339592,39.796725,20160719095443,116.356834,39.910553,2016/6/7 9:57:00,13
BN0733,20160722092003,116.309051,39.756745,20160722100152,116.390111,39.871045,2016/6/7 9:57:00,21
BN0733,20160723112956,116.381169,39.850365,20160723114924,116.388309,39.870763,2016/6/7 9:57:00,19
BN0733,20160724082117,116.398423,39.765672,20160724084244,116.288198,39.761845,2016/6/7 9:57:00,13
BN0733,20160725100048,116.365042,39.839853,20160725100556,116.367919,39.855678,2016/6/7 9:57:00,16
BN0733,20160726075700,116.409367,39.701647,20160726082058,116.348593,39.722064,2016/6/7 9:57:00,14
BN0733,20160729080953,116.346239,39.730131,20160729082650,116.328943,39.753281,2016/6/7 9:57:00,18
BN0733,20160801084442,116.321868,39.766829,20160801101214,116.592487,40.079679,2016/6/7 9:57:00,15
BN0733,20160802085859,116.315936,39.766828,20160802101024,116.335723,39.955206,2016/6/7 9:57:00,15
BN0733,20160803084534,116.312447,39.756801,20160803093054,116.57283,39.782211,2016/6/7 9:57:00,14
BN0733,20160804080830,116.322918,39.743668,20160804081720,116.340669,39.750163,2016/6/7 9:57:00,15
BN0733,20160805093021,116.314934,39.766716,20160805102014,116.362885,39.896263,2016/6/7 9:57:00,18
BN0733,20160806080433,116.403215,39.761633,20160806081941,116.420621,39.845918,2016/6/7 9:57:00,15
BN0733,20160807090053,116.409717,39.696196,20160807100429,116.304481,39.912218,2016/6/7 9:57:00,19
BN0733,20160808082019,116.40899,39.718549,20160808084321,116.333419,39.722776,2016/6/7 9:57:00,15
BN0733,20160809090640,116.322079,39.763639,20160809101126,116.349481,39.925111,2016/6/7 9:57:00,16
BN0733,20160810092028,116.336847,39.722502,20160810093151,116.322069,39.686139,2016/6/7 9:57:00,15
BN0733,20160811081814,116.311506,39.76294,20160811083421,116.34449,39.769732,2016/6/7 9:57:00,13
BN0733,20160812082638,116.381963,39.719744,20160812084208,116.344083,39.719135,2016/6/7 9:57:00,15
BN0733,20160813080011,116.325306,39.686545,20160813090618,116.425074,39.904858,2016/6/7 9:57:00,14
BN0733,20160816083110,116.351048,39.721909,20160816084542,116.298227,39.724184,2016/6/7 9:57:00,12
BN0733,20160817083845,116.3134,39.766713,20160817095318,116.453545,39.91546,2016/6/7 9:57:00,13
BN0733,20160818085710,116.312038,39.769471,20160818102123,116.325908,39.932177,2016/6/7 9:57:00,16
BN0733,20160819092156,116.311798,39.768851,20160819101542,116.476977,39.855923,2016/6/7 9:57:00,15
BN0733,20160820083130,116.358703,39.792319,20160820092603,116.284383,39.922682,2016/6/7 9:57:00,14
BN0733,20160821095627,116.311918,39.769331,20160821103448,116.186058,39.936774,2016/6/7 9:57:00,19
BN0733,20160822063828,116.311046,39.766959,20160822080133,116.450126,39.937077,2016/6/7 9:57:00,14
BN0733,20160823090036,116.344531,39.778593,20160823093649,116.536899,39.782605,2016/6/7 9:57:00,17
BN0733,20160824052700,116.345335,39.717207,20160824053122,116.335193,39.722659,2016/6/7 9:57:00,11
BN0733,20160827061748,116.311096,39.766779,20160827065218,116.475549,39.913719,2016/6/7 9:57:00,12
BN0733,20160828080158,116.311677,39.76319,20160828080610,116.326158,39.763316,2016/6/7 9:57:00,14
BN0733,20160829071141,116.321698,39.763358,20160829093722,116.369476,39.967366,2016/6/7 9:57:00,23
BN0733,20160830051307,116.416721,39.67138,20160830052732,116.320012,39.669342,2016/6/7 9:57:00,17
BN0733,20160831101104,116.313953,39.774375,20160831112817,116.617332,40.054649,2016/6/7 9:57:00,16
BN0733,20160901063037,116.311526,39.76215,20160901063456,116.331029,39.763316,2016/6/7 9:57:00,14
BN0733,20160902054638,116.339485,39.737469,20160902064501,116.61476,40.054108,2016/6/7 9:57:00,13
BN0733,20160905144255,116.323642,39.763582,20160905152535,116.481827,39.911002,2016/6/7 9:57:00,15
BN0770,20160407174014,116.331662,39.777098,20160407175230,116.313911,39.759814,2016/6/30 8:15:00,9
BN0770,20160408172642,116.338323,39.746338,20160408173434,116.335209,39.772034,2016/6/30 8:15:00,11
BN0770,20160409161348,116.345779,39.735861,20160409163944,116.381951,39.857057,2016/6/30 8:15:00,11
BN0770,20160410172743,116.344136,39.742918,20160410182759,116.465343,39.922725,2016/6/30 8:15:00,12
BN0770,20160411182522,116.323004,39.794893,20160411184447,116.299045,39.773721,2016/6/30 8:15:00,12
BN0770,20160412170349,116.344898,39.74646,20160412173037,116.309183,39.856583,2016/6/30 8:15:00,12
BN0770,20160413161921,116.403519,39.720679,20160413162703,116.407807,39.701687,2016/6/30 8:15:00,10
BN0770,20160414171512,116.344607,39.742509,20160414181930,116.450615,39.938416,2016/6/30 8:15:00,11
BN0770,20160415172717,116.366592,39.822554,20160415175508,116.431161,39.85831,2016/6/30 8:15:00,11
BN0770,20160417194055,116.340393,39.790436,20160417194617,116.345735,39.790496,2016/6/30 8:15:00,14
BN0770,20160418180432,116.33675,39.750275,20160418180953,116.33187,39.761447,2016/6/30 8:15:00,12
BN0770,20160419171754,116.341661,39.745854,20160419180834,116.512183,39.906053,2016/6/30 8:15:00,11
BN0770,20160420180019,116.357812,39.792988,20160420180638,116.36751,39.794514,2016/6/30 8:15:00,13
BN0770,20160421163331,116.339443,39.722467,20160421170614,116.284731,39.823057,2016/6/30 8:15:00,11
BN0770,20160422184022,116.347911,39.795671,20160422190317,116.44841,39.856547,2016/6/30 8:15:00,13
BN0770,20160423173248,116.345415,39.716958,20160423175826,116.348348,39.768039,2016/6/30 8:15:00,11
BN0770,20160424195120,116.401952,39.825498,20160424200400,116.359351,39.844384,2016/6/30 8:15:00,14
BN0770,20160425000931,116.590259,39.925043,20160425002739,116.625134,39.988122,2016/6/30 8:15:00,1
BN0770,20160510181902,116.333098,39.722765,20160510191327,116.369815,39.958176,2016/6/30 8:15:00,10
BN0770,20160511164147,116.378148,39.72171,20160511170202,116.450151,39.741394,2016/6/30 8:15:00,10
BN0770,20160512204158,116.346011,39.83333,20160512205839,116.294893,39.896453,2016/6/30 8:15:00,15
BN0770,20160513175000,116.342866,39.766138,20160513181828,116.335092,39.877342,2016/6/30 8:15:00,10
BN0770,20160515165827,116.355092,39.76207,20160515170841,116.33144,39.768267,2016/6/30 8:15:00,10
BN0770,20160516182839,116.369331,39.85081,20160516190823,116.190124,39.836432,2016/6/30 8:15:00,14
BN0770,20160517164301,116.345347,39.731869,20160517170216,116.332758,39.727155,2016/6/30 8:15:00,11
BN0770,20160518181211,116.345879,39.736111,20160518182814,116.338243,39.746048,2016/6/30 8:15:00,10
BN0770,20160519172550,116.341935,39.773757,20160519174730,116.305674,39.837226,2016/6/30 8:15:00,10
BN0770,20160520170601,116.348047,39.762608,20160520181816,116.462166,39.949933,2016/6/30 8:15:00,11
BN0770,20160521173332,116.323259,39.743619,20160521181251,116.380876,39.835714,2016/6/30 8:15:00,13
BN0770,20160522174824,116.345208,39.74092,20160522184452,116.584537,39.953758,2016/6/30 8:15:00,12
BN0770,20160523171724,116.359835,39.786681,20160523174526,116.396152,39.842097,2016/6/30 8:15:00,12
BN0770,20160524172409,116.352782,39.721712,20160524180616,116.511153,39.793259,2016/6/30 8:15:00,11
BN0770,20160525001610,116.28956,39.849014,20160525002712,116.304422,39.840734,2016/6/30 8:15:00,1
BN0770,20160620234257,116.282001,39.924189,20160621000720,116.377336,39.948665,2016/6/30 8:15:00,47
BN0770,20160621232139,116.435911,39.908158,20160622000428,116.409342,40.126235,2016/6/30 8:15:00,47
BN0770,20160622233708,116.434057,39.932311,20160623001552,116.554586,39.771892,2016/6/30 8:15:00,47
BN0770,20160624002603,116.374492,39.869468,20160624011539,116.179731,40.057281,2016/9/14 9:55:00,1
BN0770,20160824232421,116.301074,39.978365,20160825000635,116.275927,40.17674,2016/6/30 8:15:00,47
BN0770,20160825015301,116.340568,39.986317,20160825021100,116.301344,39.897403,2016/9/14 9:55:00,1
BN1569,20150129084523,116.482468,39.921753,20150129091125,116.452972,39.904962,2015/4/28 10:08:00,15
BN1569,20150130090300,116.449352,39.959687,20150130093253,116.372242,39.857768,2015/4/28 10:08:00,24
BN1569,20150131122854,116.448483,39.96092,20150131123902,116.48266,39.95725,2015/4/28 10:08:00,8
BN1569,20150202084709,116.402423,40.003605,20150202091732,116.478695,39.907022,2015/4/28 10:08:00,14
BN1569,20150204084725,116.410467,40.004932,20150204092701,116.44264,39.959855,2015/4/28 10:08:00,6
BN1569,20150205093602,116.450502,39.95471,20150205094122,116.455487,39.954565,2015/4/28 10:08:00,17
BN1569,20150209043126,116.484033,39.914225,20150209045144,116.350213,39.906052,2015/4/28 10:08:00,4
BN1569,20150210114729,116.450122,39.959553,20150210122453,116.333893,40.029453,2015/4/28 10:08:00,30
BN1569,20150212115749,116.440912,39.97149,20150212121032,116.425983,39.95531,2015/4/28 10:08:00,8
BN1569,20150213100132,116.468733,39.966753,20150213102420,116.365147,40.035273,2015/4/28 10:08:00,18
BN1569,20150214125506,116.455328,39.933895,20150214133126,116.475993,39.866008,2015/4/28 10:08:00,9
BN1569,20150216015848,116.497855,39.93087,20150216122348,116.436342,39.916355,2015/4/28 10:08:00,19
BN1569,20150217004124,116.471137,39.895742,20150217105145,116.345447,39.938897,2015/4/28 10:08:00,11
BN1569,20150218092757,116.47705,39.961108,20150218094309,116.586683,40.078267,2015/4/28 10:08:00,9
BN1569,20150221083223,116.495868,39.929373,20150221084237,116.455385,39.901793,2015/4/28 10:08:00,8
BN1569,20150227121006,116.480822,39.956517,20150227121554,116.469563,39.951152,2015/4/28 10:08:00,7
BN1569,20150228092340,116.439522,39.939822,20150228093035,116.444305,39.945977,2015/4/28 10:08:00,21
BN1569,20150303122844,116.350643,39.975298,20150303123658,116.330872,39.976982,2015/4/28 10:08:00,6
BN1569,20150304090628,116.404575,40.003797,20150304094808,116.493435,39.97653,2015/4/28 10:08:00,10
BN1569,20150521083007,116.387643,39.946268,20150521084541,116.441965,39.960845,2015/4/28 10:08:00,13
BN1569,20150522083419,116.39416,39.939402,20150522084456,116.38756,39.947537,2015/4/28 10:08:00,12
BN1569,20150523100811,116.404345,39.982558,20150523103229,116.317078,39.955885,2015/4/28 10:08:00,16
BN1569,20150526081425,116.396892,39.939433,20150526083354,116.355063,39.944068,2015/4/28 10:08:00,15
BN1569,20150527080454,116.39788,39.939448,20150527082602,116.434957,39.868942,2015/4/28 10:08:00,13
BN1569,20150528082630,116.39244,39.939323,20150528084804,116.334592,39.966382,2015/4/28 10:08:00,14
BN1569,20150529094538,116.412183,39.903065,20150529101112,116.475467,39.98197,2015/4/28 10:08:00,19
BN1569,20150601062527,116.428458,40.05952,20150601064956,116.474835,40.091908,2015/4/28 10:08:00,11
BN1569,20150602083654,116.394155,39.939247,20150602085201,116.374225,39.980003,2015/4/28 10:08:00,14
BN1569,20150603081514,116.390007,39.939038,20150603084723,116.44996,39.947237,2015/4/28 10:08:00,14
BN1569,20150604084758,116.394132,39.939432,20150604090649,116.359548,39.970058,2015/4/28 10:08:00,15
BN1569,20150605075835,116.38761,39.946435,20150605082217,116.346212,39.922255,2015/4/28 10:08:00,12
BN1569,20150606092511,116.41778,39.987637,20150606094121,116.388137,39.971275,2015/4/28 10:08:00,14
BN1569,20150609082324,116.387773,39.94238,20150609084810,116.455508,39.93265,2015/4/28 10:08:00,13
BN1569,20150610081918,116.395845,39.939452,20150610085454,116.346878,39.8923,2015/4/28 10:08:00,13
BN1569,20150611081044,116.387778,39.941913,20150611082507,116.444798,39.953142,2015/4/28 10:08:00,14
BN1569,20150612093748,116.392228,39.939458,20150612094719,116.389985,39.932457,2015/4/28 10:08:00,15
BN1569,20150616080928,116.402112,39.940358,20150616082935,116.411678,39.907303,2015/4/28 10:08:00,14
BN1569,20150617081700,116.386595,39.961757,20150617083429,116.410913,39.94786,2015/4/28 10:08:00,13
BN1569,20150618082430,116.387175,39.947782,20150618083816,116.374352,39.947843,2015/4/28 10:08:00,10
BN1569,20150619091603,116.396245,39.939415,20150619093201,116.365412,39.96707,2015/4/28 10:08:00,14
BN1569,20150624084754,116.39549,39.939453,20150624085753,116.389967,39.933993,2015/4/28 10:08:00,14
BN1569,20150627131625,116.407753,39.990358,20150627132958,116.354745,40.012822,2015/4/28 10:08:00,19
BN1569,20150630084622,116.39407,39.939408,20150630090048,116.429883,39.939632,2015/4/28 10:08:00,13
BN1569,20150701081838,116.393708,39.939397,20150701084534,116.47137,39.977965,2015/4/28 10:08:00,13
BN1569,20150702081200,116.389007,39.939222,20150702082734,116.383857,39.967155,2015/4/28 10:08:00,13
BN1569,20150703090114,116.397093,39.938497,20150703092240,116.389775,39.899278,2015/4/28 10:08:00,14
BN1569,20150709082036,116.410358,40.064303,20150709092548,116.492173,39.906528,2015/4/28 10:08:00,14
BN1569,20150710081720,116.39552,39.93945,20150710085542,116.320008,39.888845,2015/4/28 10:08:00,12
BN1569,20150711091524,116.399842,39.997385,20150711093853,116.463507,39.991637,2015/4/28 10:08:00,13
BN1569,20150712091919,116.401448,39.98734,20150712092549,116.400492,39.993243,2015/4/28 10:08:00,14
BN1569,20150713083540,116.401767,39.948817,20150713085736,116.330285,39.896123,2015/4/28 10:08:00,15
BN1569,20150714075940,116.420995,40.076098,20150714084948,116.467262,39.997397,2015/4/28 10:08:00,11
BN1569,20150715112444,116.401932,39.957235,20150715113846,116.426715,39.947365,2015/4/28 10:08:00,14
BN1569,20150716071356,116.404258,40.033238,20150716082327,116.311988,39.984542,2015/4/28 10:08:00,13
BN1569,20150717090003,116.407888,39.989572,20150717091519,116.41143,39.974248,2015/4/28 10:08:00,16
BN1569,20150722101527,116.405478,40.058393,20150722104251,116.368322,39.986373,2015/4/28 10:08:00,13
BN1569,20150723082054,116.42388,40.074815,20150723085817,116.411008,39.998362,2015/4/28 10:08:00,12
BN1569,20150724092841,116.401135,39.990752,20150724101243,116.472402,39.921608,2015/4/28 10:08:00,15
BN1569,20150725093602,116.395223,39.98725,20150725102041,116.461558,40.005203,2015/4/28 10:08:00,15
BN1569,20150726084958,116.395818,39.970138,20150726090530,116.394305,40.003045,2015/4/28 10:08:00,13
BN1569,20150727094944,116.390678,39.950057,20150727100303,116.41594,39.967472,2015/4/28 10:08:00,15
BN2601,20150313071002,116.512977,39.976628,20150313074118,116.45552,39.933313,2015/6/10 3:40:00,3
BN2601,20150314072314,116.455498,39.927398,20150314075313,116.53039,39.996758,2015/6/10 3:40:00,3
BN2601,20150315183551,116.498102,39.986733,20150315185137,116.502162,39.955737,2015/6/10 3:40:00,17
BN2601,20150317081350,116.46988,39.967795,20150317082416,116.411975,39.987725,2015/6/10 3:40:00,7
BN2601,20150320072135,116.492295,39.95254,20150320073906,116.498258,39.930268,2015/6/10 3:40:00,3
BN2601,20150321075541,116.530473,39.995922,20150321081242,116.404475,39.976138,2015/6/10 3:40:00,3
BN2601,20150322080222,116.508472,39.999703,20150322080731,116.508155,39.99958,2015/6/10 3:40:00,4
BN2601,20150323070413,116.468722,40.007368,20150323070923,116.472218,40.005762,2015/6/10 3:40:00,4
BN2601,20150423182105,116.52168,39.982125,20150423182943,116.534563,39.97182,2015/6/10 3:40:00,2
BN2601,20150424070237,116.509708,39.974913,20150424073047,116.493465,39.952623,2015/6/10 3:40:00,2
BN2601,20150425071053,116.52433,39.997712,20150425071705,116.520708,39.994777,2015/6/10 3:40:00,8
BN2601,20150426073519,116.420545,39.968088,20150426074341,116.409133,39.967795,2015/6/10 3:40:00,4
